Customer_ID,Age,Gender,City_Tier,Employment_Type,Customer_Segment,Tenure_Months,Monthly_Income,Account_Balance,Credit_Score,Product_Type,Products_Used,Preferred_Channel,Loyalty_Member,Transactions_Last_3M,Transactions_Previous_3M,Transaction_Change_Pct,Avg_Transaction_Value,App_Usage_Hours_Last_3M,App_Usage_Hours_Previous_3M,App_Usage_Change_Pct,Last_Login_Days_Ago,Customer_Support_Calls,Complaints,Satisfaction_Score,Offers_Used,Balance_Change_Pct,Churn
C108902,42,Male,Tier 1,Retired,Standard,7,61100,274700,659,Current,4,Mobile App,No,26,31,-16.1,2176,2.6,2.1,21.8,0,2,0,6,6,3.7,0
C108903,69,Female,Tier 3,Salaried,Standard,46,212700,1114000,805,Current,2,Branch,Yes,37,38,-2.6,3835,5.4,4.5,21.1,11,0,0,7,3,4.1,0
C108904,45,Female,Tier 1,Retired,Standard,22,46700,94500,725,Premium,5,Web,No,19,25,-24.0,4492,16.7,13.5,24.1,11,2,1,7,1,28.5,0
C108905,33,Male,Tier 3,Salaried,Standard,74,35900,183500,634,Current,3,Mobile App,Yes,19,21,-9.5,4047,1.5,1.9,-20.6,3,1,0,8,1,-12.4,0
C108906,51,Female,Tier 1,Retired,Standard,85,23800,105700,674,Salary,2,Mobile App,Yes,22,30,-26.7,1877,3.3,2.9,12.3,4,0,0,10,0,-1.8,0
C108907,26,Male,Tier 2,Salaried,High Value,61,80800,243500,701,Premium,3,Web,Yes,33,33,0.0,2102,2.5,3.0,-15.8,2,4,1,7,1,-5.2,0
C108908,63,Female,Tier 2,Salaried,Standard,9,69100,134000,660,Savings,2,Mobile App,No,17,33,-48.5,4510,7.4,8.9,-16.9,3,3,1,7,2,-14.3,0
C108909,20,Female,Tier 1,Salaried,High Value,40,95200,468400,735,Savings,3,ATM,Yes,12,24,-50.0,3397,5.2,12.5,-58.4,11,1,2,9,4,13.7,0
C108910,51,Male,Tier 1,Retired,Basic,77,33300,68500,644,Current,1,Mobile App,No,32,36,-11.1,1896,3.4,3.5,-2.2,14,1,0,6,1,-7.6,0
C108911,28,Female,Tier 3,Salaried,Standard,93,30100,16300,667,Savings,2,Branch,No,36,39,-7.7,1514,2.4,2.7,-11.6,7,0,0,5,1,-43.8,0
C108912,45,Female,Tier 1,Business,Standard,81,41800,285800,691,Savings,3,ATM,Yes,33,32,3.1,881,3.7,4.9,-23.8,16,6,1,7,1,25.9,0
C108913,50,Male,Tier 1,Salaried,Standard,53,49500,137700,692,Savings,4,ATM,No,14,31,-54.8,2910,3.6,4.4,-18.7,1,3,0,10,2,5.3,0
C108914,21,Male,Tier 2,Salaried,High Value,9,107700,393100,810,Premium,5,Phone,No,19,25,-24.0,1021,9.1,7.6,20.3,3,1,0,9,0,-15.1,0
C108915,51,Male,Tier 2,Salaried,Standard,21,148500,864000,699,Savings,2,Mobile App,No,33,37,-10.8,2268,3.4,2.8,21.0,11,0,0,8,0,-16.4,0
C108916,39,Female,Tier 2,Student,Standard,45,78000,478200,737,Savings,2,Web,Yes,16,18,-11.1,3306,4.5,3.2,42.4,9,2,4,5,0,6.4,0
C108917,23,Female,Tier 3,Salaried,Standard,71,74700,454100,704,Savings,2,Mobile App,No,34,25,36.0,1691,2.4,3.4,-30.2,13,1,4,6,1,33.8,0
C108918,49,Female,Tier 1,Self-employed,Standard,87,98100,702100,652,Salary,2,ATM,Yes,31,39,-20.5,2665,7.4,7.7,-3.7,1,1,0,6,1,-15.2,0
C108919,70,Male,Tier 1,Self-employed,High Value,6,110900,511400,650,Savings,3,Branch,Yes,38,38,0.0,1579,1.4,1.3,9.1,13,0,1,6,0,29.1,0
C108920,45,Male,Tier 1,Salaried,Basic,21,32700,15700,738,Premium,1,Phone,Yes,25,24,4.2,2005,3.3,3.3,-1.0,22,1,0,10,2,-20.5,0
C108921,42,Female,Tier 2,Salaried,Basic,93,43200,245300,702,Savings,1,Mobile App,Yes,19,19,0.0,3127,6.4,8.0,-20.0,7,3,0,9,2,-25.9,0
C108922,49,Male,Tier 1,Self-employed,Standard,13,71200,521300,589,Savings,3,Mobile App,No,26,30,-13.3,3992,5.0,6.0,-16.8,12,0,0,3,1,14.3,0
C108923,28,Female,Tier 1,Student,Standard,14,77500,169900,628,Current,5,Mobile App,No,26,28,-7.1,5682,3.3,8.3,-60.4,16,1,2,7,2,-32.0,0
C108924,28,Male,Tier 1,Salaried,Standard,57,62100,453300,684,Salary,2,Web,Yes,46,38,21.1,3542,2.1,2.1,1.6,11,3,0,7,0,1.8,0
C108925,20,Male,Tier 1,Retired,Standard,83,35800,95100,752,Savings,4,Branch,No,29,32,-9.4,2795,5.0,4.6,9.3,9,1,0,5,3,9.3,0
C108926,59,Male,Tier 2,Self-employed,Standard,30,31800,217500,666,Current,5,Mobile App,Yes,40,36,11.1,3385,10.6,7.5,40.9,7,1,0,2,0,-2.1,0
C108927,42,Male,Tier 3,Business,Standard,13,55800,358500,696,Premium,3,Branch,No,38,30,26.7,3536,2.2,2.6,-16.6,16,0,0,4,1,18.1,0
C108928,62,Other,Tier 1,Retired,Standard,72,23000,84900,636,Savings,5,Branch,No,21,29,-27.6,2583,3.8,3.2,19.6,10,2,0,6,3,-12.0,0
C108929,44,Male,Tier 2,Salaried,Standard,5,34700,155400,766,Savings,2,ATM,No,27,28,-3.6,3613,6.3,4.6,37.9,3,0,0,8,3,17.8,0
C108930,28,Female,Tier 1,Salaried,Standard,26,87200,542700,682,Premium,2,Mobile App,No,27,27,0.0,2258,6.5,6.2,4.9,2,2,2,3,1,38.0,0
C108931,65,Female,Tier 1,Business,Standard,47,47400,279700,729,Savings,2,Mobile App,No,20,24,-16.7,3180,6.9,6.6,4.6,18,3,1,7,1,15.9,0
C108932,66,Male,Tier 2,Student,Standard,3,44900,165400,764,Salary,2,Mobile App,Yes,51,43,18.6,3531,7.1,11.4,-37.5,10,2,0,7,2,12.6,0
C108933,69,Female,Tier 3,Self-employed,Standard,59,80400,537400,666,Savings,2,Web,Yes,36,34,5.9,1751,17.9,15.7,14.3,9,2,1,10,1,-21.5,0
C108934,66,Male,Tier 2,Salaried,Basic,80,29800,59400,696,Savings,1,Web,No,26,27,-3.7,2459,5.8,6.5,-11.4,8,2,1,9,0,-29.5,0
C108935,32,Female,Tier 3,Self-employed,Standard,71,61000,442000,719,Savings,2,Web,Yes,36,30,20.0,2551,2.3,2.5,-8.8,4,1,0,10,2,-22.4,0
C108936,69,Male,Tier 1,Self-employed,Standard,69,33100,49900,755,Savings,2,Web,No,31,30,3.3,3956,16.3,18.4,-11.6,4,2,0,2,1,-26.6,0
C108937,67,Female,Tier 2,Salaried,Standard,62,69300,423800,711,Salary,4,Branch,No,32,32,0.0,3085,9.2,7.7,18.8,3,2,1,6,2,9.8,0
C108938,63,Female,Tier 3,Self-employed,Standard,56,70200,272800,804,Salary,3,Mobile App,No,38,37,2.7,3170,7.5,7.2,4.3,12,4,0,10,0,16.4,0
C108939,66,Female,Tier 2,Student,Standard,9,69100,202400,659,Premium,4,Mobile App,No,20,27,-25.9,2291,2.7,2.9,-6.6,6,6,3,10,0,13.1,0
C108940,59,Male,Tier 2,Self-employed,High Value,64,97800,341500,705,Current,4,Web,No,18,21,-14.3,3570,7.4,6.7,9.9,8,1,0,7,1,17.2,0
C108941,26,Female,Tier 3,Student,Basic,12,49500,345600,672,Current,1,Web,No,28,30,-6.7,3698,6.4,5.4,18.4,31,1,0,8,2,3.3,0
C108942,34,Female,Tier 1,Salaried,Standard,58,66600,299200,847,Salary,4,ATM,No,31,30,3.3,4131,4.9,6.8,-28.0,11,4,1,10,0,11.9,0
C108943,61,Female,Tier 1,Self-employed,Basic,32,47900,130100,713,Premium,1,Mobile App,Yes,20,25,-20.0,1536,4.9,5.7,-13.5,27,2,1,7,3,-10.5,0
C108944,65,Female,Tier 3,Retired,Standard,56,66900,120100,705,Salary,3,Mobile App,No,24,28,-14.3,3211,4.4,8.2,-46.5,26,2,0,8,3,-7.5,0
C108945,21,Female,Tier 2,Student,Standard,25,49700,144900,761,Salary,2,Web,No,38,31,22.6,2980,5.3,10.0,-46.9,14,0,0,9,2,-3.0,0
C108946,30,Female,Tier 2,Salaried,Standard,47,49200,336900,716,Current,4,Mobile App,No,30,41,-26.8,2896,5.0,7.2,-30.4,9,1,0,5,3,-37.4,0
C108947,24,Female,Tier 2,Self-employed,Standard,88,79000,337100,729,Current,4,Web,No,34,30,13.3,3933,7.3,5.1,43.7,11,1,2,8,1,0.4,0
C108948,49,Female,Tier 2,Self-employed,Basic,17,69100,468800,626,Salary,1,Web,Yes,43,39,10.3,1973,14.7,13.2,11.6,22,3,0,6,4,5.3,0
C108949,60,Male,Tier 2,Self-employed,Standard,43,29200,114000,810,Savings,3,Mobile App,No,35,27,29.6,2429,6.5,4.9,33.4,13,4,0,6,1,16.8,0
C108950,39,Male,Tier 1,Student,Standard,73,38200,167200,651,Salary,3,Mobile App,No,27,26,3.8,4180,7.2,6.5,10.5,6,0,1,7,1,-26.9,0
C108951,56,Male,Tier 2,Self-employed,Standard,71,82700,411300,739,Current,2,ATM,No,29,27,7.4,4078,8.0,8.2,-2.0,20,2,1,8,2,-23.5,0
C108952,20,Male,Tier 1,Student,Standard,25,34800,133700,705,Savings,2,Mobile App,Yes,44,39,12.8,1382,0.6,0.5,20.0,28,2,0,10,0,-14.9,0
C108953,23,Male,Tier 2,Self-employed,Standard,85,35100,118700,730,Salary,3,Web,Yes,35,25,40.0,1836,1.9,3.6,-46.5,8,2,1,8,2,-0.9,0
C108954,36,Male,Tier 2,Salaried,Standard,69,99100,581900,765,Premium,2,Mobile App,No,26,32,-18.8,2778,5.2,4.8,7.2,10,5,0,8,2,-16.6,0
C108955,48,Male,Tier 1,Self-employed,Basic,52,30000,120200,694,Savings,1,ATM,Yes,28,24,16.7,4001,11.4,9.0,26.0,7,1,1,7,1,5.5,0
C108956,48,Male,Tier 3,Student,Standard,23,38000,270400,728,Current,4,Mobile App,No,46,36,27.8,3047,4.1,4.4,-6.4,9,2,1,6,2,12.9,0
C108957,65,Female,Tier 1,Self-employed,Standard,83,37900,238900,686,Savings,3,Phone,No,21,27,-22.2,1929,9.5,9.0,5.5,18,1,0,5,3,-29.0,0
C108958,44,Male,Tier 1,Business,Standard,20,35500,53300,667,Current,3,ATM,No,32,37,-13.5,3284,8.6,7.6,13.7,2,2,1,6,0,9.1,0
C108959,31,Male,Tier 1,Salaried,Standard,67,155000,779300,766,Savings,2,Mobile App,Yes,31,32,-3.1,3049,2.9,3.5,-17.8,1,0,2,3,3,10.2,0
C108960,31,Male,Tier 2,Business,Standard,37,81600,158900,728,Savings,2,Mobile App,No,25,27,-7.4,3916,2.4,2.2,10.7,14,6,1,10,2,-23.0,0
C108961,40,Male,Tier 3,Self-employed,Basic,55,81300,129300,696,Salary,1,Branch,Yes,22,28,-21.4,3604,2.3,3.3,-29.9,12,2,0,10,2,-3.1,0
C108962,24,Male,Tier 2,Business,Standard,48,42400,203500,807,Current,2,ATM,Yes,26,29,-10.3,3223,6.0,5.6,6.4,9,1,0,8,2,-21.3,0
C108963,23,Male,Tier 1,Student,Standard,44,46400,168600,736,Current,3,Phone,Yes,37,29,27.6,4701,4.7,5.1,-7.0,7,1,0,7,1,13.9,0
C108964,55,Male,Tier 1,Salaried,Basic,38,103800,717500,688,Savings,1,Mobile App,No,43,38,13.2,3641,3.2,5.6,-42.4,2,0,0,7,1,2.0,0
C108965,31,Male,Tier 1,Self-employed,Standard,94,63400,470000,806,Salary,4,Branch,No,40,36,11.1,3513,2.6,2.5,5.4,9,3,1,8,3,-20.1,0
C108966,38,Male,Tier 2,Student,Standard,66,27500,120800,648,Savings,2,Mobile App,Yes,19,31,-38.7,1444,6.2,6.1,1.3,4,1,1,7,1,-24.0,0
C108967,35,Female,Tier 2,Self-employed,Standard,15,34700,221600,743,Current,3,Web,Yes,27,31,-12.9,1562,2.4,2.5,-4.4,1,2,0,2,3,-36.8,0
C108968,51,Female,Tier 1,Retired,Standard,77,51700,158200,663,Current,4,Web,No,20,19,5.3,3568,12.8,11.1,15.1,25,3,0,7,0,-18.7,0
C108969,68,Male,Tier 3,Self-employed,Standard,34,52200,351600,669,Savings,2,Branch,No,24,27,-11.1,3329,8.1,8.3,-2.9,6,3,1,3,2,-22.8,0
C108970,62,Male,Tier 3,Salaried,Standard,52,40900,163200,625,Savings,4,ATM,Yes,27,23,17.4,2334,4.0,5.2,-22.6,6,1,0,1,0,9.8,0
C108971,68,Male,Tier 2,Self-employed,Standard,23,30100,16700,730,Current,3,Mobile App,No,19,22,-13.6,2633,17.8,15.4,15.3,4,2,0,7,0,3.7,0
C108972,36,Female,Tier 2,Salaried,Standard,24,42700,38300,789,Salary,5,Mobile App,No,28,27,3.7,1485,5.6,5.8,-3.9,12,2,0,5,2,-15.1,0
C108973,20,Female,Tier 3,Self-employed,Standard,38,30200,54800,703,Salary,2,Mobile App,No,18,26,-30.8,3229,5.9,5.9,-0.7,7,1,1,7,0,1.1,0
C108974,36,Female,Tier 3,Retired,Standard,41,39400,233500,764,Salary,3,Branch,Yes,42,35,20.0,3058,4.8,6.4,-25.6,10,1,1,6,2,-17.0,0
C108975,19,Female,Tier 1,Business,Standard,12,63900,427000,798,Savings,2,Phone,No,30,25,20.0,1745,2.7,2.2,23.1,17,3,2,6,2,6.4,0
C108976,33,Female,Tier 1,Business,Standard,30,78600,506900,663,Savings,2,ATM,No,46,40,15.0,2694,5.9,6.8,-12.7,9,5,2,9,5,-19.0,0
C108977,27,Female,Tier 2,Salaried,Standard,72,26300,105900,649,Savings,2,Web,No,22,23,-4.3,4832,3.1,4.3,-28.0,27,1,1,10,0,2.9,0
C108978,56,Male,Tier 2,Salaried,Standard,51,43700,311600,695,Savings,4,Mobile App,No,19,17,11.8,3208,4.0,3.1,28.5,4,2,0,10,1,3.8,0
C108979,56,Male,Tier 2,Salaried,Standard,82,57400,344600,730,Salary,4,Branch,Yes,37,31,19.4,3736,8.9,11.2,-20.8,5,2,1,7,3,-35.8,0
C108980,22,Female,Tier 1,Salaried,Standard,64,78100,291900,746,Premium,2,Web,No,34,33,3.0,1380,4.9,4.9,-0.4,0,3,1,8,1,11.3,0
C108981,35,Female,Tier 1,Student,High Value,15,158700,199300,615,Savings,4,Web,No,19,24,-20.8,2115,6.1,5.1,18.7,7,2,1,9,4,-8.9,0
C108982,49,Male,Tier 2,Salaried,Standard,86,39500,45300,610,Savings,5,ATM,Yes,25,21,19.0,580,8.9,6.5,37.6,1,0,2,9,1,-43.8,0
C108983,20,Male,Tier 1,Business,Standard,56,72700,59000,782,Salary,2,ATM,No,23,33,-30.3,3263,7.9,6.6,20.2,3,5,1,6,3,-22.6,0
C108984,20,Male,Tier 1,Student,Basic,50,32800,153400,682,Salary,1,Mobile App,No,17,23,-26.1,2595,8.2,8.4,-1.9,25,1,1,9,3,6.7,0
C108985,43,Male,Tier 3,Salaried,Standard,40,61900,344700,792,Premium,4,Mobile App,Yes,35,34,2.9,2874,3.3,3.4,-1.7,12,1,1,7,1,19.1,0
C108986,29,Female,Tier 2,Salaried,Standard,87,68800,159200,722,Salary,3,ATM,Yes,32,29,10.3,2184,5.1,4.5,14.1,4,2,2,8,0,18.1,0
C108987,58,Male,Tier 2,Salaried,Standard,48,29800,18300,725,Salary,5,Branch,No,20,30,-33.3,3008,14.1,13.2,6.6,7,2,1,8,1,0.8,0
C108988,59,Female,Tier 2,Salaried,Standard,78,35300,236800,674,Savings,3,Mobile App,Yes,28,25,12.0,2900,3.9,3.4,14.4,21,2,0,9,1,26.9,0
C108989,58,Female,Tier 2,Salaried,Basic,6,34100,162300,695,Current,1,Web,No,15,27,-44.4,4620,4.0,4.7,-15.3,3,0,0,3,1,-7.1,1
C108990,19,Male,Tier 1,Retired,Standard,1,46000,153500,690,Premium,4,Branch,No,26,27,-3.7,594,1.8,2.7,-34.3,5,1,1,3,1,25.6,0
C108991,60,Female,Tier 1,Business,Basic,76,45900,329600,850,Savings,1,Web,Yes,33,32,3.1,4195,5.1,6.3,-18.9,12,1,1,2,1,27.5,0
C108992,21,Male,Tier 3,Salaried,Standard,32,42500,259900,838,Savings,2,Web,No,33,28,17.9,3140,3.1,6.0,-48.4,2,3,0,10,3,28.3,0
C108993,57,Female,Tier 1,Business,Basic,11,44200,201100,679,Salary,1,Phone,Yes,21,21,0.0,3036,6.1,5.9,3.5,9,0,1,3,2,16.2,0
C108994,22,Female,Tier 3,Salaried,Standard,94,50400,137000,749,Savings,4,Phone,No,16,22,-27.3,2200,7.1,6.4,10.2,2,1,0,7,0,17.6,0
C108995,23,Male,Tier 1,Retired,Standard,77,54100,376900,729,Current,4,Mobile App,Yes,28,32,-12.5,3520,3.5,3.1,11.4,6,0,4,1,1,-13.6,1
C108996,21,Male,Tier 2,Business,Standard,71,31100,17500,567,Savings,4,Web,Yes,18,20,-10.0,5627,5.8,4.8,21.1,3,3,3,8,3,7.3,0
C108997,44,Female,Tier 2,Salaried,Standard,25,24300,166800,631,Salary,3,Web,No,20,24,-16.7,2959,3.7,4.0,-7.4,3,1,0,10,1,26.3,0
C108998,32,Male,Tier 2,Salaried,Standard,12,40600,181200,749,Salary,2,Mobile App,No,33,36,-8.3,748,1.7,1.8,-3.6,7,4,1,5,1,3.7,0
C108999,49,Male,Tier 1,Salaried,Standard,34,30600,201300,737,Savings,3,Phone,No,26,21,23.8,3617,0.7,0.8,-12.7,11,0,1,5,2,-17.2,0
C109000,38,Female,Tier 2,Salaried,High Value,26,109100,717200,776,Premium,3,Mobile App,No,21,30,-30.0,3586,9.0,6.4,40.8,7,2,0,10,2,-12.6,0
C109001,43,Female,Tier 1,Business,Standard,37,42200,202300,587,Current,2,Mobile App,No,22,37,-40.5,3799,7.5,6.0,24.0,4,1,0,9,1,-1.0,0
C109002,20,Male,Tier 3,Retired,Standard,87,26900,179800,765,Salary,2,Phone,Yes,38,38,0.0,1633,5.8,4.8,20.1,16,1,1,6,2,51.8,0
C109003,51,Female,Tier 2,Self-employed,Standard,94,47000,280300,666,Salary,5,Web,No,11,29,-62.1,2402,8.8,8.1,8.7,10,2,1,7,3,-0.3,0
C109004,41,Female,Tier 2,Student,Basic,83,75100,464700,814,Savings,1,Phone,No,30,25,20.0,1717,4.9,9.9,-50.4,12,0,0,7,6,-6.7,0
C109005,67,Female,Tier 1,Retired,Basic,66,59100,33200,628,Current,1,Mobile App,No,34,36,-5.6,3555,11.9,11.7,2.1,12,1,0,3,2,-16.8,0
C109006,57,Female,Tier 2,Self-employed,Standard,74,25100,57600,736,Salary,2,ATM,Yes,30,39,-23.1,4760,7.7,6.9,11.0,8,0,1,6,2,-29.5,0
C109007,55,Female,Tier 3,Self-employed,Standard,18,30300,135500,766,Savings,3,Mobile App,Yes,42,36,16.7,1215,2.2,2.5,-11.6,15,0,0,9,2,-0.4,0
C109008,44,Male,Tier 2,Business,Standard,32,137900,990100,666,Salary,2,Mobile App,No,21,24,-12.5,3388,10.8,9.0,19.7,9,2,0,7,1,13.9,0
C109009,64,Female,Tier 2,Self-employed,Standard,12,57100,113800,710,Savings,5,Mobile App,No,32,20,60.0,1677,9.0,7.7,17.5,14,3,0,6,3,-0.1,0
C109010,21,Female,Tier 3,Business,Standard,23,56200,345100,626,Current,2,Phone,No,28,29,-3.4,3112,6.1,5.7,7.3,6,2,0,9,2,3.7,0
C109011,61,Male,Tier 2,Self-employed,Standard,1,65300,179300,640,Savings,2,Mobile App,No,31,34,-8.8,4938,5.9,4.9,21.0,6,1,2,8,1,-16.2,0
C109012,42,Female,Tier 3,Salaried,Standard,60,34300,178200,686,Savings,3,Phone,Yes,38,28,35.7,3087,5.6,5.3,5.3,6,1,1,6,3,-22.0,0
C109013,69,Female,Tier 1,Business,Basic,83,57000,104300,775,Premium,1,Phone,No,15,22,-31.8,2545,4.9,5.3,-6.9,11,1,0,4,1,12.5,0
C109014,47,Female,Tier 1,Self-employed,Standard,2,51400,56300,770,Salary,3,Web,Yes,30,26,15.4,4546,4.0,4.1,-1.9,4,0,1,7,2,-3.5,1
C109015,68,Female,Tier 2,Salaried,High Value,4,88200,438000,717,Salary,4,Mobile App,Yes,24,26,-7.7,3574,9.7,9.1,6.0,12,1,0,10,1,7.2,0
C109016,27,Female,Tier 2,Salaried,Basic,22,45000,163800,704,Current,1,Web,No,30,26,15.4,6512,5.6,5.0,11.4,8,2,0,4,1,0.8,0
C109017,42,Male,Tier 3,Business,Standard,62,34700,59700,724,Savings,2,Mobile App,No,31,30,3.3,973,7.6,9.7,-21.8,17,2,2,9,3,-4.0,0
C109018,36,Female,Tier 3,Business,Standard,89,50600,330300,759,Current,2,ATM,No,31,28,10.7,3422,12.8,14.2,-9.9,12,2,1,6,2,-7.2,0
C109019,67,Female,Tier 3,Business,Standard,65,66300,323300,680,Savings,2,Mobile App,Yes,26,25,4.0,4108,4.3,6.9,-38.0,3,1,1,8,3,3.4,0
C109020,58,Female,Tier 1,Self-employed,Standard,54,25300,188900,625,Savings,3,Web,Yes,18,25,-28.0,2715,3.1,3.0,3.2,22,1,0,10,4,-38.1,0
C109021,20,Other,Tier 1,Salaried,Standard,1,66100,387900,754,Savings,2,Mobile App,Yes,37,30,23.3,3625,4.9,4.0,24.0,7,1,0,9,1,-9.8,0
C109022,30,Female,Tier 3,Salaried,Standard,47,75700,447600,776,Savings,3,Mobile App,No,35,30,16.7,2656,1.6,2.4,-34.5,5,1,0,8,1,-32.7,0
C109023,61,Male,Tier 1,Salaried,High Value,51,109100,781100,692,Current,3,ATM,Yes,22,32,-31.2,1164,7.7,7.1,9.1,8,1,1,9,3,10.5,0
C109024,35,Male,Tier 1,Salaried,Basic,69,29800,88100,717,Savings,1,Mobile App,No,24,24,0.0,986,9.3,6.7,38.7,4,2,0,9,2,-12.5,0
C109025,39,Male,Tier 2,Salaried,Standard,50,62600,325600,657,Savings,3,Mobile App,No,28,29,-3.4,2776,4.8,4.1,16.6,2,0,2,10,3,-15.6,0
C109026,35,Female,Tier 3,Salaried,Emerging,8,22600,168500,723,Salary,1,Mobile App,Yes,28,27,3.7,5483,6.4,6.6,-2.8,9,4,1,5,0,-4.2,1
C109027,39,Female,Tier 2,Salaried,Standard,61,55200,62900,688,Salary,4,Web,No,30,33,-9.1,2363,14.7,17.3,-14.9,7,0,2,4,0,-31.3,0
C109028,30,Male,Tier 1,Business,Standard,80,15000,99300,786,Savings,2,Mobile App,No,32,38,-15.8,3276,5.4,6.2,-12.8,14,2,1,7,0,-11.8,0
C109029,41,Male,Tier 2,Salaried,High Value,28,112400,180300,762,Savings,5,Web,No,33,30,10.0,3906,2.7,9.3,-70.9,10,0,2,10,0,-19.7,1
C109030,19,Female,Tier 1,Salaried,Standard,56,51800,127200,718,Salary,3,Web,Yes,24,21,14.3,2907,5.6,7.4,-24.3,13,3,2,9,0,-26.7,0
C109031,58,Female,Tier 3,Retired,Standard,76,59400,277800,706,Current,2,Mobile App,No,26,26,0.0,3576,2.6,2.9,-10.2,3,2,1,7,1,-4.8,0
C109032,49,Male,Tier 1,Retired,Standard,31,55400,333200,714,Salary,2,Mobile App,No,32,35,-8.6,4061,6.4,6.4,0.6,8,2,0,7,1,18.8,0
C109033,27,Male,Tier 3,Salaried,Standard,30,50100,110800,728,Savings,2,Branch,No,24,33,-27.3,1597,6.7,8.5,-21.1,10,1,0,7,3,-11.3,0
C109034,46,Male,Tier 2,Self-employed,Standard,46,37400,218000,694,Savings,5,Mobile App,No,35,36,-2.8,1106,4.6,5.4,-14.4,13,0,0,6,4,-24.2,0
C109035,68,Male,Tier 2,Self-employed,Standard,49,65200,198100,675,Savings,2,Web,Yes,31,27,14.8,3108,2.7,4.6,-41.7,7,1,1,5,0,-3.7,0
C109036,64,Male,Tier 2,Self-employed,Standard,57,30800,191000,731,Savings,4,Mobile App,No,24,25,-4.0,2311,7.1,4.6,55.7,12,3,0,7,1,-2.5,0
C109037,49,Male,Tier 2,Salaried,Basic,54,79200,52600,746,Savings,1,Mobile App,Yes,20,23,-13.0,2385,7.8,8.9,-11.9,25,1,1,5,5,-2.0,0
C109038,56,Female,Tier 3,Self-employed,Basic,71,49900,184500,684,Savings,1,Phone,No,32,26,23.1,1555,10.5,9.5,10.9,8,1,0,8,2,7.7,0
C109039,51,Female,Tier 1,Salaried,Standard,28,30700,220600,762,Current,2,Branch,Yes,31,31,0.0,1347,1.9,2.7,-29.2,11,1,2,9,0,-0.5,0
C109040,21,Female,Tier 1,Salaried,Standard,37,30600,70000,670,Current,4,Mobile App,No,18,26,-30.8,3138,0.8,0.9,-9.2,16,0,2,6,0,5.9,0
C109041,29,Female,Tier 3,Salaried,Standard,38,70200,303800,730,Savings,3,Mobile App,Yes,19,21,-9.5,1161,2.5,3.6,-30.0,7,5,0,6,3,-14.8,0
C109042,34,Female,Tier 1,Salaried,Standard,50,53300,249900,705,Savings,2,Branch,No,41,36,13.9,2693,10.1,9.4,7.1,10,3,1,6,1,-19.6,1
C109043,67,Female,Tier 1,Salaried,Standard,6,41100,38500,592,Premium,4,Mobile App,Yes,23,21,9.5,4777,3.5,3.9,-11.2,8,2,2,9,1,-12.0,0
C109044,35,Female,Tier 1,Business,Standard,27,73700,273200,665,Savings,2,Web,No,22,25,-12.0,3492,9.4,10.5,-10.3,20,1,0,8,2,-6.4,0
C109045,39,Female,Tier 1,Self-employed,Standard,20,56200,117300,767,Savings,2,ATM,Yes,53,37,43.2,1634,4.5,7.8,-42.3,1,1,1,10,2,7.3,0
C109046,64,Male,Tier 3,Salaried,Emerging,14,27600,125600,785,Savings,1,Web,No,32,28,14.3,4972,9.2,7.2,27.6,8,0,2,6,1,32.5,0
C109047,34,Female,Tier 2,Business,Standard,8,67300,51300,777,Savings,2,Mobile App,Yes,31,30,3.3,3866,6.2,5.2,18.9,7,1,1,3,1,-18.4,0
C109048,47,Female,Tier 3,Self-employed,Standard,44,133800,426500,737,Savings,2,Branch,No,23,25,-8.0,1455,2.7,2.4,14.6,11,0,2,5,2,10.9,0
C109049,31,Male,Tier 1,Business,Standard,44,44600,83300,678,Savings,2,Branch,Yes,21,37,-43.2,1638,4.2,4.1,2.2,6,1,0,6,1,39.8,0
C109050,25,Female,Tier 2,Retired,High Value,23,86100,402300,724,Savings,4,Mobile App,No,38,36,5.6,2080,4.8,5.5,-13.3,22,1,0,7,1,15.4,0
C109051,59,Male,Tier 1,Salaried,Standard,45,74300,42500,729,Salary,5,Mobile App,No,24,30,-20.0,2775,1.5,3.0,-50.2,28,3,1,9,1,-3.4,1
C109052,44,Female,Tier 2,Business,Basic,13,168100,726200,738,Current,1,Mobile App,No,20,26,-23.1,4957,1.2,1.8,-31.9,7,2,0,8,0,6.3,0
C109053,49,Female,Tier 3,Salaried,Standard,47,70600,260000,635,Salary,2,Mobile App,Yes,26,27,-3.7,1996,14.0,13.7,2.4,11,1,0,9,2,-4.7,0
C109054,27,Male,Tier 1,Student,Standard,64,61100,423900,676,Premium,2,Mobile App,No,18,29,-37.9,1494,4.1,4.4,-7.3,8,3,0,8,2,16.5,0
C109055,59,Male,Tier 3,Salaried,Standard,40,31300,213500,762,Savings,5,Mobile App,Yes,17,22,-22.7,2235,4.1,6.5,-37.1,3,2,3,4,1,-16.5,0
C109056,31,Male,Tier 1,Salaried,Basic,82,62600,365600,587,Savings,1,Mobile App,No,19,26,-26.9,1108,10.0,8.1,23.8,7,5,0,8,2,29.6,0
C109057,49,Male,Tier 3,Self-employed,Standard,46,35100,218500,629,Current,3,ATM,No,25,25,0.0,2286,10.6,7.1,49.6,16,2,0,5,2,-13.0,0
C109058,59,Female,Tier 1,Salaried,Standard,89,19900,20200,616,Savings,3,Mobile App,No,24,27,-11.1,2173,5.1,5.3,-3.9,21,2,2,7,3,24.6,0
